Mod:Item:MetaData, Localized Name
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, Marble Brick Slab
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, Limestone Brick Slab
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, Jasper Brick Slab
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, Slate Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, Paper Lamp
quark:paper_lantern:1, Decorated Paper Lamp
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:leaf_carpet:6, Swamp Oak Leaf Carpet
quark:leaf_carpet:7, Blossoming Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:glass_item_frame, item.glass_item_frame.name
psi:material:0, Psidust
psi:material:1, Psimetal Ingot
psi:material:2, Psigem
psi:material:3, Ebony Psimetal Ingot
psi:material:4, Ivory Psimetal Ingot
psi:material:5, Ebony Substance
psi:material:6, Ivory Substance
psi:cad_assembly:0, Iron CAD Assembly
psi:cad_assembly:1, Gold CAD Assembly
psi:cad_assembly:2, Psimetal CAD Assembly
psi:cad_assembly:3, Ebony Psimetal CAD Assembly
psi:cad_assembly:4, Ivory Psimetal CAD Assembly
psi:cad_assembly:5, Creative CAD Assembly
psi:cad_core:0, Basic CAD Core
psi:cad_core:1, Overclocked CAD Core
psi:cad_core:2, Conductive CAD Core
psi:cad_core:3, Hyperclocked CAD Core
psi:cad_core:4, Radiative CAD Core
psi:cad_socket:0, Basic CAD Socket
psi:cad_socket:1, Signaling CAD Socket
psi:cad_socket:2, Large CAD Socket
psi:cad_socket:3, Transmissive CAD Socket
psi:cad_socket:4, Huge CAD Socket
psi:cad_battery:0, Basic CAD Battery
psi:cad_battery:1, Extended CAD Battery
psi:cad_battery:2, Ultradense CAD Battery
psi:cad_colorizer_:0, White CAD Colorizer
psi:cad_colorizer_:1, Orange CAD Colorizer
psi:cad_colorizer_:2, Magenta CAD Colorizer
psi:cad_colorizer_:3, Light Blue CAD Colorizer
psi:cad_colorizer_:4, Yellow CAD Colorizer
psi:cad_colorizer_:5, Lime CAD Colorizer
psi:cad_colorizer_:6, Pink CAD Colorizer
psi:cad_colorizer_:7, Gray CAD Colorizer
psi:cad_colorizer_:8, Light Gray CAD Colorizer
psi:cad_colorizer_:9, Cyan CAD Colorizer
psi:cad_colorizer_:10, Purple CAD Colorizer
psi:cad_colorizer_:11, Blue CAD Colorizer
psi:cad_colorizer_:12, Brown CAD Colorizer
psi:cad_colorizer_:13, Green CAD Colorizer
psi:cad_colorizer_:14, Red CAD Colorizer
psi:cad_colorizer_:15, Black CAD Colorizer
psi:cad_colorizer_:16, Full-Spectrum CAD Colorizer
psi:cad_colorizer_:17, Psi CAD Colorizer
psi:spell_bullet:0, Spell Bullet
psi:spell_bullet:2, Projectile Spell Bullet
psi:spell_bullet:4, Loopcast Spell Bullet
psi:spell_bullet:6, Circle Spell Bullet
psi:spell_bullet:8, Grenade Spell Bullet
psi:spell_bullet:10, Charge Spell Bullet
psi:spell_bullet:12, Mine Spell Bullet
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, Exosuit Light Sensor
psi:exosuit_sensor:1, Exosuit Water Sensor
psi:exosuit_sensor:2, Exosuit Heat Sensor
psi:exosuit_sensor:3, Exosuit Stress Sensor
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
psi:psimetal_shovel, item.psimetal_shovel.name
psi:psimetal_pickaxe, item.psimetal_pickaxe.name
psi:psimetal_axe, item.psimetal_axe.name
psi:psimetal_sword, item.psimetal_sword.name
psi:psimetal_exosuit_helmet, item.psimetal_exosuit_helmet.name
psi:psimetal_exosuit_chestplate, item.psimetal_exosuit_chestplate.name
psi:psimetal_exosuit_leggings, item.psimetal_exosuit_leggings.name
psi:psimetal_exosuit_boots, item.psimetal_exosuit_boots.name
psi:cad_assembler, tile.cad_assembler.name
psi:programmer, tile.programmer.name
psi:psi_decorative:0, Psidust Block
psi:psi_decorative:1, Psimetal Block
psi:psi_decorative:2, Psigem Block
psi:psi_decorative:3, Dark Psimetal Plate
psi:psi_decorative:4, Dark Psimetal Flow Plate
psi:psi_decorative:5, Bright Psimetal Plate
psi:psi_decorative:6, Bright Psimetal Flow Plate
psi:psi_decorative:7, Ebony Psimetal Block
psi:psi_decorative:8, Ivory Psimetal Block
backpack:stick:0, Stone Stick
backpack:stick:1, Iron Stick
backpack:bound_leather, Bound Leather
backpack:tanned_leather, Tanned Leather
backpack:backpack_frame:0, Wooden Frame
backpack:backpack_frame:1, Stone Frame
backpack:backpack_frame:2, Iron Frame
backpack:backpack_piece:0, Top Backpack Piece
backpack:backpack_piece:1, Middle Backpack Piece
backpack:backpack_piece:2, Bottom Backpack Piece
backpack:backpack:0, Small Backpack
backpack:backpack:1, Black Backpack
backpack:backpack:2, Red Backpack
backpack:backpack:3, Green Backpack
backpack:backpack:4, Brown Backpack
backpack:backpack:5, Blue Backpack
backpack:backpack:6, Purple Backpack
backpack:backpack:7, Cyan Backpack
backpack:backpack:8, Light Gray Backpack
backpack:backpack:9, Gray Backpack
backpack:backpack:10, Pink Backpack
backpack:backpack:11, Lime Backpack
backpack:backpack:12, Yellow Backpack
backpack:backpack:13, Light Blue Backpack
backpack:backpack:14, Magenta Backpack
backpack:backpack:15, Orange Backpack
backpack:backpack:16, White Backpack
backpack:backpack:100, Middle Backpack
backpack:backpack:101, Middle Black Backpack
backpack:backpack:102, Middle Red Backpack
backpack:backpack:103, Middle Green Backpack
backpack:backpack:104, Middle Brown Backpack
backpack:backpack:105, Middle Blue Backpack
backpack:backpack:106, Middle Purple Backpack
backpack:backpack:107, Middle Cyan Backpack
backpack:backpack:108, Middle Light Gray Backpack
backpack:backpack:109, Middle Gray Backpack
backpack:backpack:110, Middle Pink Backpack
backpack:backpack:111, Middle Lime Backpack
backpack:backpack:112, Middle Yellow Backpack
backpack:backpack:113, Middle Light Blue Backpack
backpack:backpack:114, Middle Magenta Backpack
backpack:backpack:115, Middle Orange Backpack
backpack:backpack:116, Middle White Backpack
backpack:backpack:200, Big Backpack
backpack:backpack:201, Big Black Backpack
backpack:backpack:202, Big Red Backpack
backpack:backpack:203, Big Green Backpack
backpack:backpack:204, Big Brown Backpack
backpack:backpack:205, Big Blue Backpack
backpack:backpack:206, Big Purple Backpack
backpack:backpack:207, Big Cyan Backpack
backpack:backpack:208, Big Light Gray Backpack
backpack:backpack:209, Big Gray Backpack
backpack:backpack:210, Big Pink Backpack
backpack:backpack:211, Big Lime Backpack
backpack:backpack:212, Big Yellow Backpack
backpack:backpack:213, Big Light Blue Backpack
backpack:backpack:214, Big Magenta Backpack
backpack:backpack:215, Big Orange Backpack
backpack:backpack:216, Big White Backpack
baubles:ring:0, Miner's Ring
ancientbeasts:sandmonster_scale, Sandmonster Scale
ancientbeasts:shield_book, Occult Tome
ancientbeasts:cactus_broth, Cactus Broth
ancientbeasts:logo, item.logo.name
ancientbeasts:sandy_love, item.sandy_love.name
ancientbeasts:ectoplasm, Ectoplasm
ancientbeasts:tough_glove:0, Tough Glove
ancientbeasts:ice_dart:0, Ice Spikes
ancientbeasts:ice_dart:1, Ice Spikes
ancientbeasts:ice_wand, Frost Wand
ancientbeasts:ice_wand_red, Frostblood Wand
ancientbeasts:vessel, Vessel
ancientbeasts:spike, Spikes
ancientbeasts:charred_fur, Charred Fur
ancientbeasts:charred_cloak, Charred Cloak
ancientbeasts:miner_helmet, Miner Helmet
ancientbeasts:bestiary, Bestiarium
ancientbeasts:rifted_pearl, Rifted Ender Pearl
ancientbeasts:cursed_wood, item.cursed_wood.name
ancientbeasts:spear, Spear
ancientbeasts:tribe_staff, item.tribe_staff.name
ancientbeasts:wisp_torch, item.wisp_torch.name
ancientbeasts:mysterious_dust, item.mysterious_dust.name
ancientbeasts:wisp_bottle:0, item.wisp_bottle.name
ancientbeasts:wisp_bottle:1, item.wisp_bottle.name
ancientbeasts:wisp_bottle:2, item.wisp_bottle.name
ancientbeasts:wisp_bottle:3, item.wisp_bottle.name
ancientbeasts:kunai, Kunai
ancientbeasts:dark_goop, Dark Essence
ancientbeasts:windforce_dart, item.windforce_dart.name
ancientbeasts:windforce, item.windforce.name
ancientbeasts:broken_talisman, item.broken_talisman.name
ancientbeasts:ancient_tablet, item.ancient_tablet.name
ancientbeasts:cloth, item.cloth.name
ancientbeasts:concoction, item.concoction.name
ancientbeasts:irongrass, item.irongrass.name
ancientbeasts:wisp_locket, item.wisp_locket.name
ancientbeasts:protection_talisman, item.protection_talisman.name
ancientbeasts:blast_skull, item.blast_skull.name
ancientbeasts:tamers_charm, item.tamers_charm.name
ancientbeasts:warriors_lock, item.warriors_lock.name
ancientbeasts:dream_catcher, item.dream_catcher.name
